Country,Lat,Long,Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Nepal,28.394857,84.124008,NP,57.7357446808511,60.9094915254237,74.5325203252033,74.3802836879433,70.8110344827586,81.1008465608466,81.1978571428571,84.8935616438356,77.7656896551724,62.9971794871795,60.2435714285714,57.805446685879,70.3170250896057,67.2688079470199,69.1640569395018,62.7643260188088,69.7009923664122,63.9339405204461,84.6230769230769,78.1600257731959,70.5739439655172,64.8071730769231,61.1777833333333,67.3788669950739,65.162538569425,48.6473529411765,57.7532869379015,0.0,0.0,0.0
Nauru,-0.522778,166.931503,NR,95.9061538461538,95.9061538461538,100.8425,103.342727272727,100.009090909091,96.6754545454546,102.676,102.676,99.009,101.861111111111,93.7122222222222,100.8425,96.25875,94.2942857142857,94.2942857142857,89.0557142857143,88.008,110.01,110.01,100.8425,110.01,100.8425,100.8425,88.008,95.342,95.342,79.4516666666667,0.0,0.0,0.0
New Zealand,-40.900557,174.885971,NZ,43.1624473330345,43.8223529411765,44.2024600246002,46.2860978670013,50.5043163097199,54.8395488105004,56.371137254902,54.2009489575845,56.6010972933431,56.263096482062,55.415206779661,50.8778909205549,52.4736320455985,53.0530681818182,54.0957803468208,51.483566841798,51.3657883998834,53.8793111710093,52.0869770148385,56.1875255427842,54.9402120141343,56.267607907743,56.5687160262418,56.4660251968504,57.8483957219251,59.6357409133271,62.4730724823605,0.0,0.0,0.0
Oman,21.512583,55.923255,OM,44.0410092514718,34.1645962732919,27.145644295302,29.0390980113636,38.2366401158581,49.2694358974359,46.0113463969659,32.0330742459397,31.0676388888889,37.9084875183554,36.2470097604259,20.7864359177215,23.1263288789903,40.2217022045537,27.2893023255814,24.6703444564047,37.4225559701493,43.444521082135,23.1932260479042,17.7214018254154,18.394183344093,20.281212294769,21.2204569479966,17.2557632398754,16.5177105630526,13.7284319180088,8.8853825136612,0.0,0.0,0.0
Pakistan,30.375321,69.345116,PK,54.3052366912367,53.6217426629083,52.3035191273162,52.0958665581774,56.4213036065574,52.8574579958902,58.517321137264,55.3046988356471,58.3580459132749,53.1538612658228,56.3563139168446,55.2382977657549,52.4958113391984,41.8793195154268,39.0837606405394,39.7833484014137,40.9603457125604,39.6033994256803,41.4859039110861,40.2071365578063,44.2298300384014,42.7514621575826,44.3101147826087,47.898450034459,47.4679273768465,47.171800232288,45.9771169075705,0.0,0.0,0.0
Panama,8.537981,-80.782127,PA,89.6983643122677,91.0306389776358,106.484038461538,89.552,93.3995792079208,56.5188990825688,88.889410430839,108.35036637931,94.7522027972028,102.471057884232,97.7172159090909,103.34808681672,98.7582070240296,103.246274864376,94.0608377896613,77.3572191011236,85.4327770360481,83.4879812834225,89.2135890410959,87.5022068965517,92.4131882480958,86.5177077077077,76.6704493307839,89.9987558906692,80.4919503546099,84.9921495327103,81.5796843082637,0.0,0.0,0.0
Peru,-9.189967,-75.015152,PE,86.0136354823073,84.573088607595,82.4676220396327,90.3300928505107,85.2626699463327,77.3534881889764,72.5732876712329,83.2848515205725,86.6507695195195,85.1903606102635,81.5433485754485,76.6369613050076,70.3451724137931,68.5214476614699,66.1817348242812,66.8832727272727,60.3025643500643,66.0189006156552,55.6041208506224,56.8261828214971,50.9372613561554,49.2606875257308,53.1665722555303,52.5539155896607,49.2243192577163,51.7141025641026,56.4807518131965,0.0,0.0,0.0
Philippines,12.879721,121.774017,PH,85.6591087169442,90.0668260654113,94.2032426252001,87.0545490939739,88.990613592233,82.1040113268608,74.1441428359757,75.7058064516129,74.6417776591485,70.4136904597542,69.692539964476,69.8965913213339,64.5420153550864,60.2649404841514,60.9773283542977,53.7889270166453,54.6295480864285,49.1818669527897,51.164996741822,49.905637254902,49.816263013043,46.1858801941518,47.0888439700204,42.3579744376278,42.1769974140408,45.7479783584059,44.9803402177394,0.0,0.0,0.0
Palau,7.51498,134.58252,PW,0.0,0.0,99.009,99.009,99.009,99.009,99.009,99.009,99.009,99.009,99.5328571428571,98.3422727272727,96.6754545454546,96.6754545454546,94.0665217391304,84.6230769230769,90.9416,105.42625,97.7866666666667,99.009,99.5328571428571,98.3422727272727,103.025238095238,100.009090909091,101.675909090909,101.675909090909,86.0334615384615,0.0,0.0,0.0
Papua New Guinea,-6.314993,143.95555,PG,92.4354377880184,92.6842660550459,93.6935321100918,92.2557466063348,98.2040487804878,87.6292488262911,86.0018385650224,97.7866666666667,97.9711698113207,85.0461923076923,85.8234042553191,86.1419526627219,88.3736842105263,90.1883783783784,86.2603869653768,83.7849385245902,85.0217932489451,116.267182539683,95.0016033755274,95.6640518962076,87.1460358565737,95.6980194174757,96.3148775510204,93.603154875717,93.2055195911414,86.399766718507,76.3197378768021,0.0,0.0,0.0
Poland,51.919438,19.145136,PL,9.75228085203586,9.78930381366778,10.6142974051315,10.9012292889948,11.6966236938926,12.4667214705882,13.1150050658561,13.8601810637495,15.3723551395999,16.3601511424688,16.8301795678198,17.8991066076294,18.1448082010582,17.7807003694995,18.7979007355377,18.9209168740667,19.0302461078035,19.5432131346332,20.7684074987026,20.9958756644015,20.9238968572704,21.4005737467401,21.0035025548047,19.1099953072101,19.6221845033947,20.2944123854005,22.1030523120037,0.0,0.0,0.0
Puerto Rico,18.220833,-66.590149,PR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Korea,40.339852,127.510093,KP,6.57485936613439,5.25910609288453,4.79827125119389,4.65247544204322,3.42490198287517,4.84420282905778,5.88622618565059,4.50228524881517,6.55294223826715,3.92145389005707,4.37058201058201,4.69281355020836,4.91336797752809,4.68331454495463,4.61335441334769,3.71000773295528,2.78253483658475,3.99995734308349,3.69066456130715,4.68310874277457,4.97978884153429,7.13797786177106,6.58155064935065,9.83314881380302,8.30968809675366,11.8126679841897,10.6390528414756,0.0,0.0,0.0
Portugal,39.399872,-8.224454,PT,68.9917433649866,68.2986252045826,71.1211396194142,67.9424066390041,65.5718520084567,67.6250069047149,68.5098522773902,68.5375476143727,71.4009748201439,65.1347854042758,62.5221715861174,65.7228201368524,64.7663404968755,63.5423479841375,61.6183486238532,60.648046433481,57.7074789081886,58.1356700680272,58.2823328641802,55.2655328596803,57.4525461327051,53.1262783236415,49.4307341352136,52.1460631443299,52.8852775963423,49.7049528585757,53.3354470877769,0.0,0.0,0.0
Paraguay,-23.442503,-58.443832,PY,96.3694685990338,97.4841089108911,95.6092307692308,95.966170212766,94.0903892215569,96.5255291005291,92.660752688172,93.8609245742092,96.9565105386417,96.9565105386417,95.6336931818182,96.6386187845304,97.2046031746032,96.7008375634518,97.0785138539043,96.1348648648649,96.2228459530026,97.1058734177215,96.9386363636363,97.5069565217391,94.7308333333333,95.6791954022988,94.1527027027027,93.4739056603774,92.4240319715808,89.401114599686,95.1368531468531,0.0,0.0,0.0
Palestinian Territories,31.952162,35.233154,PS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,-17.679742,-149.406843,PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Qatar,25.354826,51.183884,QA,21.8148484848485,20.8825735797399,32.1736784741144,31.3434990316333,28.3430892307692,32.9857638072855,31.4489782244556,46.4360976863753,57.0578856319077,37.0374989106754,45.1920202485044,66.2838739889315,53.0784963768116,46.4748806641301,27.6030523346913,26.3121463178295,41.5452023121387,24.4801880509305,26.1198225602028,25.8492391114221,24.4329259675606,15.4050798236278,11.3127125119389,15.8034919571046,5.50962189054726,3.21759332613132,2.92826805816135,0.0,0.0,0.0
Romania,45.943161,24.96676,RO,32.1135990268204,30.9266301446832,27.8277537899833,32.9980125807548,30.6098436006604,33.0859198210884,31.8773093989512,33.8571892082525,34.1537569171949,33.2346,30.5597085958596,33.9814121772394,32.4971663639278,29.9558783376832,28.094838209449,27.4192547750757,28.9535112189206,29.3238324346744,27.8655025732591,29.506325136612,30.7034361290323,28.0692578916021,28.2439312369999,30.7374142480211,30.5489189189189,32.600585733882,33.5205243182457,0.0,0.0,0.0
Russia,61.52401,105.318756,RU,51.4503372026958,52.1579386108283,29.0832232488793,29.3911119832692,24.9382919268137,24.2234301233306,23.129120100627,23.5148372878505,23.2910377085815,22.2362004601174,22.3895030547163,22.4421787552079,21.7064708524388,21.6366948278467,21.3094836127552,21.6647275043277,21.7816695910294,21.3267601208915,22.9423345152932,24.0032431094792,21.7002848101266,23.9008836308055,24.0772959336717,22.8274712749843,24.5087395292683,23.2213746765712,25.5628871905415,0.0,0.0,0.0
Rwanda,-1.940278,29.873888,RW,95.9061538461538,94.4057446808511,93.966875,94.7308333333333,98.8495652173913,99.4164444444445,96.4580434782609,94.7308333333333,95.4947916666667,95.342,93.7905769230769,93.0853846153846,92.3801923076923,92.0345098039216,91.675,93.4725490196078,93.4725490196078,93.0331481481481,92.7128301886792,93.6394642857143,94.57,94.2136923076923,95.2401388888889,95.4360256410256,95.0703703703704,91.4778494623656,82.0709523809524,0.0,0.0,0.0
Saudi Arabia,23.885942,45.079162,SA,53.1680840194723,80.192167086437,82.1363852520692,90.0238630522283,79.8229087252617,67.8378511690647,72.4001050877867,57.7424966268087,49.9145527537867,57.6700754700891,81.252099533437,82.5311009654063,82.2907717957364,78.0326946172378,89.5318347438904,83.1469136162087,86.492507689965,74.4331464909504,75.6203628610297,81.6589505292395,81.9483457414111,73.5728661834585,79.0864047058824,72.0248498137691,76.9789242003689,74.046423887087,57.9248209217947,0.0,0.0,0.0
Sudan,12.862807,30.217636,SD,95.6697765363128,100.1549375,93.9011037527594,90.8128526645768,87.26830472103,91.7980536912752,99.5943427230047,101.743352601156,97.6309554140127,96.1348648648649,98.3813153153153,103.025238095238,106.313819628647,115.309406451613,132.891045828437,107.531312127237,95.7723713826367,104.053174366617,101.92288766368,101.809432576769,94.3900126023945,92.2602866449511,84.7677317554241,94.5580206896552,91.9979256360078,100.945505617978,87.87908203125,0.0,0.0,0.0
Senegal,14.497401,-14.452362,SN,126.062961373391,135.978025751073,123.565058365759,130.98524,134.87816091954,110.807173913043,111.011228668942,86.9341744548287,80.3684166666667,80.5628787878788,80.5656157635468,80.0147640449438,74.4609170305677,85.2638752783964,67.6251948051948,72.4345679012346,50.6928186714542,46.4289516129032,45.894796875,34.4642857142857,71.0448648648649,66.7519947159842,63.017345844504,61.6202496878901,66.8788914819137,73.9722413793103,68.8671471774194,0.0,0.0,0.0
Singapore,1.352083,103.819836,SG,146.334522207268,141.347673378076,144.492106898695,125.504227990367,144.73622833843,95.5608127572016,112.972303060713,136.21744556962,116.322761252961,121.095835716142,107.383332550493,106.81753252898,97.8753057771332,54.3046049188906,41.2051590106007,47.671,45.8054371805219,13.4842935492296,54.7472982821447,111.719314962658,98.4928012261259,67.1150279204825,72.7692607003891,78.833820582878,76.2597435897436,84.1475758241758,34.3423765164645,0.0,0.0,0.0
Solomon Islands,-9.64571,160.156194,SB,97.7866666666667,91.675,84.1252941176471,79.4516666666667,73.34,71.5065,68.1014285714286,68.1014285714286,65.0059090909091,66.9626086956522,64.1725,63.0724,60.6465384615385,59.7585185185185,52.0477419354839,47.4552941176471,50.0045454545454,52.8479411764706,56.1509375,54.4493939393939,55.005,52.3857142857143,50.9305555555556,49.8335897435897,57.1620588235294,61.5109677419355,46.8561111111111,0.0,0.0,0.0
Sierra Leone,8.460555,-11.779889,SL,143.444411764706,151.773055555556,98.0523913043478,98.8495652173913,100.078541666667,149.6136,141.790666666667,173.783913043478,152.321538461538,251.800666666667,97.1755,119.390697674419,97.5560377358491,97.9974137931034,97.1433333333333,96.25875,97.7866666666667,95.7494444444444,97.3421818181818,97.3421818181818,97.5794915254237,96.6754545454545,96.8252808988764,96.6442990654206,96.6472033898305,96.3562765957447,97.0227083333333,0.0,0.0,0.0
El Salvador,13.794185,-88.89653,SV,92.4453781512605,93.592385620915,93.7000597014925,91.955637755102,92.9905156950673,93.0796975806452,91.2991116173121,93.605,93.0654850088183,91.7730481283422,92.6845648312611,91.3938841567291,92.9096801346801,89.9569738863287,85.8012125748503,85.3488888888889,85.5633333333333,82.9520576671035,85.2803039073806,87.3931736526946,88.9275535168196,88.3216961651917,88.2354948301329,87.1905882352941,87.8076783004552,90.7320571428571,93.0303068340307,0.0,0.0,0.0
San Marino,43.94236,12.457777,SM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Somalia,5.152149,46.199616,SO,97.9541095890411,100.580571428571,98.6854411764706,98.550625,98.3687301587302,98.2010169491525,99.7166666666667,98.0089090909091,98.7269230769231,98.2756,98.0361224489796,98.5056862745098,102.933333333333,102.423103448276,102.423103448276,102.423103448276,102.423103448276,98.1809677419355,96.998064516129,97.9870491803279,97.2046031746032,97.2046031746032,96.6225396825397,97.0344615384615,97.0344615384615,97.0344615384615,97.7866666666667,0.0,0.0,0.0
Serbia,44.016521,21.005859,RS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7207738095238,25.8810136934196,20.0238909444985,21.5875440832802,20.559091298757,18.3097402086204,19.5815379537954,17.814548212351,21.2329907024793,18.8140810451727,19.2390614186851,0.0,0.0,0.0
São Tomé and Príncipe,0.18636,6.613081,ST,95.342,95.342,119.1775,95.342,95.342,95.342,95.342,95.342,95.342,95.342,95.342,102.676,97.7866666666667,94.2942857142857,104.771428571429,96.25875,105.42625,105.42625,93.7122222222222,101.861111111111,99.009,102.676,94.7308333333333,94.7308333333333,94.7308333333333,94.7308333333333,100.8425,0.0,0.0,0.0
Suriname,3.919305,-56.027783,SR,98.6296551724138,99.1179207920792,98.9909359605911,98.8651960784314,98.8651960784314,98.7953883495146,98.9032211538461,99.009,99.009,98.9398113207547,146.43222972973,153.19375,136.202857142857,121.935203252033,109.218561151079,92.0004733727811,111.448039215686,122.233333333333,130.103150684932,135.552551724138,136.142643678161,90.0765641025641,90.0218442622951,88.712576419214,81.951893939394,59.6054181818182,71.5938095238095,0.0,0.0,0.0
Slovakia,48.669026,19.699024,SK,0.0,0.0,16.7600195227766,14.9757897111913,17.5787362110312,18.4691479820628,16.4871520037942,17.2115637568015,17.041806763285,15.1964953271028,12.6856816390859,17.3559927423535,20.5402074579832,19.0140740740741,19.4025827991453,20.2484657320872,20.0387803590285,20.9951020956475,22.160358974359,21.8026122931442,22.9019407616361,23.1645238792851,24.3107259808465,23.2666363084396,23.2664827586207,25.7226634146341,27.2289301587302,0.0,0.0,0.0
Slovenia,46.151241,14.995463,SI,0.0,0.0,36.9843959469992,42.5382817109145,45.561329904482,46.7054664823773,50.6520863309353,50.4241640178004,45.8729870967742,49.9262910798122,46.102310866575,45.3725682704811,43.5928801546392,44.7079118028534,44.5128516868237,44.7268110483365,45.05621091355,44.273963190184,48.3521046578493,46.7288667095943,46.5043327008223,46.6009726636999,46.9675741595254,45.988198630137,49.7843280182232,49.1996127562642,48.9635319454415,0.0,0.0,0.0
Sweden,60.128161,18.643501,SE,71.9309372071228,71.2103816371681,67.8992704845815,68.1876411254645,69.7538758762182,70.7391567920316,64.8595223880597,68.3744039735099,69.1301130911583,67.9230591932949,69.3550281531531,70.9861352380952,79.9856738245094,74.9011322463768,74.5169434596007,76.4366102370046,73.4674826175869,72.9821680101824,79.0689425785482,75.5805643656716,79.4732536879285,86.4652119309262,83.9103558718861,81.2798914919852,82.8967084398977,69.0836607142857,82.8218277906677,0.0,0.0,0.0
Swaziland,-26.522503,31.465866,SZ,56.742,58.5159574468085,68.9219277108434,79.3679452054795,57.4731730769231,61.2389,78.9815384615385,57.4827027027027,56.935,53.502131147541,58.0878761061947,59.4189814814815,60.3170093457944,64.9059,65.5615151515152,64.2632673267327,63.900198019802,65.2302884615384,68.306862745098,64.0868224299065,68.2570297029703,68.6663725490196,67.4589622641509,46.8429677419355,75.2498958333333,72.9839805825243,67.9736585365854,0.0,0.0,0.0
Seychelles,-4.679574,55.491977,SC,100.231333333333,95.7494444444444,95.7494444444444,96.5,96.0404761904762,99.009,97.7866666666667,97.4374285714286,98.3422727272727,98.0217307692308,98.6296551724138,99.12359375,99.8238888888889,100.009090909091,98.2756,98.4851428571428,99.1081081081081,98.7269230769231,99.009,102.819803921569,100.8425,81.59075,93.7122222222222,80.4951219512195,106.024130434783,98.2756,112.047222222222,0.0,0.0,0.0
Syria,34.802075,38.996815,SY,96.0587825498816,100.063076923077,100.001659235669,106.552815344603,103.108494353827,96.2954853072128,90.275343656615,87.8204549125168,86.2225692883895,91.8056975560081,88.2102276751834,83.1334648910412,54.7386425339367,89.0730605487228,76.1386727842435,63.7833758992806,65.0622913479517,82.7141081777205,82.6763674679987,76.4454208924949,66.7922244556114,68.0414735336195,63.0621939552077,77.2436193907632,70.4139859623199,72.0444393241167,74.6565721844293,0.0,0.0,0.0
Turks and Caicos Islands,21.694025,-71.797928,TC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad,15.454166,18.732207,TD,96.8464102564103,96.25875,99.2773170731707,98.3829268292683,96.9135714285714,95.8420454545455,96.9717777777778,98.0523913043478,98.3068085106383,97.2877551020408,95.6296078431373,96.6113461538462,96.1722641509434,97.9475,97.1516883116883,95.800375,96.5941463414634,97.0921590909091,97.658,97.1565979381443,96.8372815533981,100.171707317073,95.5892134831461,95.2622826086957,95.966170212766,92.9981443298969,89.8774509803922,0.0,0.0,0.0
Togo,8.619543,0.824782,TG,59.3524742268041,70.5498913043478,88.008,109.427936507936,75.7578021978022,79.3269387755102,62.8243382352941,102.29,76.3958333333333,72.2677777777778,79.6922834645669,64.6386440677966,62.1200746268657,58.1109289617486,56.0350561797753,53.6429714285714,52.3189808917197,60.8722,67.0336942675159,77.8912411347518,77.8017490494297,74.3626693227092,70.7089686098655,92.6179428571429,104.936163522013,99.7343406593407,97.2552173913043,0.0,0.0,0.0
Thailand,15.870032,100.992541,TH,64.3174243450768,62.684787549913,62.4898575949367,61.4942020317877,60.6231390397886,63.537480615146,60.4392747278069,59.6222042432815,61.9802845397906,59.5385403076923,57.8641541007723,52.6969859745097,51.999147202013,53.8262184962012,53.3357870791629,52.423286752117,50.9872566371681,47.630919027437,43.1331457229206,47.2832557614099,45.5494586447011,45.8851700622283,44.9431895901932,44.3376430694201,44.8288127271321,43.7787501900563,46.0597253758822,0.0,0.0,0.0
Tajikistan,38.861034,71.276093,TJ,0.0,0.0,38.5823859191656,34.8933527131783,21.6631353135314,26.7354980079681,28.1573214285714,25.1284462151394,35.075652173913,39.5574015748032,33.1696818181818,36.3288837209302,36.1535211267606,38.3598617511521,41.7867441860465,37.4183673469388,41.6142696629214,46.8247692307692,48.6512871287129,66.89589958159,69.703305785124,57.3149212598425,61.5663545150502,58.2542405063291,57.3430201342282,53.2331302521008,40.1770302013423,0.0,0.0,0.0
Turkmenistan,38.969719,59.556278,TM,0.0,0.0,61.7517580071174,33.0346714232069,26.8303468208092,24.2857852228537,31.7543179521724,30.778794255177,38.6359627329193,36.1061615879228,33.5055332428765,30.8070359674455,33.2060586319218,33.7304548525107,32.8009312259718,31.7867328370554,30.1810396139151,27.9200943060498,28.5232612137203,30.3011532354109,29.6377475592748,28.0186327077748,28.0417647058824,28.1922941870758,28.7755806590876,27.9247544395117,27.7494445987226,0.0,0.0,0.0
Timor-Leste,-8.874217,125.727539,TL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.9105882352941,94.9105882352941,88.008,83.8171428571429,89.8415,91.675,96.0404761904762,98.8495652173913,97.7866666666667,98.2756,97.7866666666667,96.4580434782609,96.8641509433962,82.3572131147541,71.745652173913,0.0,0.0,0.0
Tonga,-21.178986,-175.198242,TO,96.25875,105.935555555556,87.09125,93.7122222222222,101.861111111111,95.342,96.25875,110.01,88.008,100.009090909091,95.342,88.008,102.676,97.7866666666667,84.6230769230769,87.4438461538462,85.5633333333333,87.4438461538462,93.0853846153846,94.2942857142857,97.7866666666667,93.3418181818182,96.6754545454546,94.7308333333333,103.342727272727,110.01,85.5633333333333,0.0,0.0,0.0
Trinidad and Tobago,10.691803,-61.222503,TT,25.2090007087172,24.5971076923077,40.7273679798826,33.0529911788292,25.1507757296467,24.8274848024316,32.4515714285714,16.5907116920842,18.022914893617,27.5605629838142,26.8385584958217,22.3157031756319,22.2721036204744,26.9519712793734,20.8722792736381,21.047498729029,18.6815661566157,23.0288264612596,24.4929233680227,26.4808618127786,24.3007648099027,21.7268564036223,20.2580198915009,22.1504223493181,20.7774361313869,23.6474929444967,31.299243006034,0.0,0.0,0.0
Tunisia,33.886917,9.537499,TN,64.0591563636364,78.069972260749,65.5856719367589,68.6341646489104,58.1654474474474,52.8745246478873,56.7759943181818,54.4805665566557,55.1406712473573,51.9922933467742,53.6296559961777,53.21807852194,52.7015232397607,53.3534247828075,53.3104380201489,53.2459809853068,51.2496385542169,49.8903425774878,48.3262968939088,46.0823076923077,41.9352988338192,41.9167185069984,40.600892053973,42.5739110945088,41.1472251127298,45.7787933940007,45.5117833735771,0.0,0.0,0.0
Turkey,38.963745,35.243322,TR,44.0556256285017,41.1906445556946,42.1228972835881,45.9700379104286,45.0078808549341,45.9366611196957,43.7271706659477,40.9793264114882,38.94189424813,39.9706232177114,37.7974222140153,38.431376276671,38.2751494330194,35.6426510312101,34.4397586821015,32.4492285434662,29.077291738481,26.4609765719625,25.9537287604457,23.6508313935309,23.7036894184168,23.456011897268,23.3970834346874,24.3471650375585,23.3192091357445,26.0347717511875,26.5311497904375,0.0,0.0,0.0
Tuvalu,-7.109535,177.64933,TV,73.34,73.34,73.34,73.34,73.34,73.34,73.34,73.34,73.34,73.34,73.34,73.34,110.01,110.01,110.01,110.01,73.34,110.01,110.01,110.01,73.34,73.34,110.01,110.01,110.01,110.01,110.01,0.0,0.0,0.0
Tanzania,-6.369028,34.888822,TZ,99.5328571428571,109.024247311828,104.686935483871,101.562460732984,93.4989005235602,76.1607692307692,67.8454723127036,86.536124567474,76.0663940520446,76.3958333333333,68.7407118644068,79.0806709265176,80.3247619047619,81.6297606382979,64.639862745098,71.4677640845071,71.766699669967,67.5075465313029,68.3504754098361,62.4564924114671,64.8491172214182,61.8356862745098,62.6399392097264,73.1703885291397,72.4164085820896,77.072874251497,73.6758058608059,0.0,0.0,0.0
Uganda,1.373333,32.290275,UG,95.1563291139241,94.1649382716049,95.2525609756098,95.2525609756098,95.4424657534247,93.5848958333333,87.7338317757009,85.996017699115,86.1318604651163,87.2301515151515,94.2942857142857,95.8852592592593,84.7696103896104,84.8842592592593,82.4557062146893,83.2063677130045,85.4693076923077,87.3095238095238,81.642641509434,82.1580058651027,84.3886233766234,82.5075,81.8744501278772,79.6091100702576,78.2138607594937,85.9405967078189,78.2552028218695,0.0,0.0,0.0
Ukraine,48.379433,31.16558,UA,0.0,0.0,20.8199119448698,15.5391438356164,14.404401568552,17.5207744520977,15.2704258761665,13.3575990860625,13.953546186427,12.2365270009485,9.78960017486045,11.4237634337049,13.5416226886886,13.5395727220422,15.2009650322329,12.5870417386006,12.6189963485641,13.2669414365349,13.141716058806,15.6540449482738,14.1707381429526,12.2599791901806,11.7393194850157,10.2760644080417,12.6070969235302,15.4503138261644,16.4518474534161,0.0,0.0,0.0
Uruguay,-32.522779,-55.765835,UY,97.2469350649351,98.5139130434783,103.091132075472,93.9209354120267,86.9946370023419,91.4795309168444,93.5926055045871,92.7962050359712,90.7233564013841,92.810796460177,89.6601648351648,91.2675555555555,90.0155408388521,88.1223385300668,93.4883516483516,97.5381330868762,96.6859873617693,93.8375897435897,100.404825806452,96.6232985658409,92.6676592356688,93.6265571616294,95.5485915492958,95.8601630434783,95.9061538461538,94.5963581183612,96.0832618683002,0.0,0.0,0.0
United States,37.09024,-95.712891,US,41.1534370968774,40.7915606821004,41.1098937748453,40.9408759586829,40.9262883015357,40.4953556925238,40.4014748320591,39.4495354894295,39.9990092117266,40.415565032173,40.1290255193104,40.4890249510806,41.1926569315143,41.9897005457954,42.3023931233809,42.5013790809023,42.3386810935229,41.4133033115167,40.302566713521,41.7140572724365,40.1694073285653,40.4410097639257,41.2501479735203,40.7311871893113,40.7126558917254,42.7982619576583,43.5101449687439,0.0,0.0,0.0
Uzbekistan,41.377491,64.585262,UZ,0.0,0.0,19.5463067126559,21.4687471426059,19.0381524680414,19.8894601061063,19.1809402677652,19.4766307770442,16.6664231073595,17.1832799721594,16.1849428876654,15.8672291021672,15.2833096738177,17.3013219508072,15.715282879025,12.8397700548733,12.0418830476503,11.2504241656105,10.4872657004831,10.6713676110528,8.41650701697128,7.76862044145873,7.74982837631413,7.18295058781932,7.25677070486671,7.32822121540431,6.11109734513274,0.0,0.0,0.0
Saint Vincent and the Grenadines,12.984305,-61.287228,VC,100.8425,93.7122222222222,70.2841666666667,85.5633333333333,86.4364285714286,85.5633333333333,88.008,82.5075,84.92,86.85,91.675,85.5633333333333,81.3117391304348,86.0947826086957,88.008,88.008,88.008,75.7846666666667,103.342727272727,31.4843434343434,88.008,86.0947826086957,63.25575,95.0086363636364,75.8689655172414,100.009090909091,81.4888888888889,0.0,0.0,0.0
Venezuela,6.42375,-66.58973,VE,66.3381351823119,59.0681033304034,70.48341575179,62.9223106954785,57.5492658388471,51.3204395416453,35.7632856158616,40.8649422496873,58.4860488982795,71.0732946344525,63.145854602277,73.3934197683735,86.3148021706278,92.5326690803765,61.3915503713045,60.7031973091324,65.5211114817533,56.1330861369289,62.6074811915102,64.1104251814799,66.4895134189031,59.3059354800799,62.7435203610069,55.2883093563512,55.3388946110964,51.1646463077985,47.4972213994817,0.0,0.0,0.0
British Virgin Islands,18.420695,-64.639968,VG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U.S. Virgin Islands,18.335765,-64.896335,VI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vietnam,14.058324,108.277199,VN,49.5572840847366,43.9399126160568,45.1775919212843,49.9770515463917,49.3914056074766,43.5274835092348,46.8113959613696,45.8694743398107,42.4806463115667,44.8369293779057,46.1381633870006,45.7522514306152,43.2427157513579,41.9055975021289,40.1607269713474,36.817413081269,33.8745634920635,35.4799126969064,34.3941030437,32.9311744609778,33.018704496788,31.6845336196484,30.0441515583622,28.3086766907505,27.7265751067869,24.3613604206501,23.477514182338,0.0,0.0,0.0
